발명의명칭,출원인,출원일자,심사진행상태
휴대기기의 엘이디 제어장치(LED Control Device for Mobile Appliance),엘지전자 주식회사(서울특별시 영등포구...),2004.10.14,취하(심사미청구)
엘이디의 휘도 제어장치 및 방법(A METHOD AND A APPARATUS OF CONTROLLING LUMINANCE FOR LED),엘지전자 주식회사(서울특별시 영등포구...),2004.05.29,등록결정(일반)
LED 조명장치 및 이를 이용한 광학계(Illumination Device Using Light-Emitting Diode andOptical Device Using The Same),엘지전자 주식회사(서울특별시 영등포구...),2004.04.14,등록결정(일반)
정전압회로를이용한발광다이오우드구동회로(LED DRIVING CIRCUIT USING CONSTANI VOLTAGE CIRCUIT),주식회사 엘지이아이(서울특별시 영등포구...),1991.01.18,등록결정(일반)
휴대용 단말기의 발광 장치(LED Device for Mobile Phone),엘지전자 주식회사(서울특별시 영등포구...),2003.12.31,등록결정(일반)
반도체 LED 소자(Semiconductor Light Emitting Diode Device),엘지전자 주식회사(서울특별시 영등포구...),2003.12.31,취하(심사미청구)
휴대용 컴퓨터의 발광소자 제어장치(Apparatus for controlling LED in portable computer),엘지전자 주식회사(서울특별시 영등포구...),2003.11.04,취하(심사미청구)
발광소자의 밝기 자동 조절장치(Apparatus for controlling LED light level),엘지전자 주식회사(서울특별시 영등포구...),2003.10.31,취하(심사미청구)
투사형 디스플레이 장치의 발광 다이오드 구동회로(DRIVING CIRCUIT FOR LED OF PROJECTION TYPE DISPLAY UNIT),엘지전자 주식회사(서울특별시 영등포구...),2003.10.02,거절결정(일반)
LED/LD를 이용한 프로젝터 시스템(Projector system using Light Emitting Diode or LaserDiode),엘지전자 주식회사(서울특별시 영등포구...),2003.08.29,등록결정(일반)
컨트롤 패널의 엘이디 서포트 구조(structure of LED support in control panel),엘지전자 주식회사(서울특별시 영등포구...),2003.08.26,등록결정(일반)
컨트롤 패널의 엘이디 윈도우 구조(structure of LED window in control panel),엘지전자 주식회사(서울특별시 영등포구...),2003.08.26,등록결정(일반)
휴대단말기의 다수 엘이디 구동장치 및 방법(A METHOD AND A APPARATUS OF DRIVING MULTIPLE LED FOR MOBILE PHONE),엘지전자 주식회사(서울특별시 영등포구...),2003.07.22,거절결정(일반)
음성레벨의시각적표시를위한LED구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1990.07.31,취하(심사미청구)
수동 매트릭스 유기 LED 디스플레이의 구동방법(Method of driving passive type matrix organic LEDdisplay),엘지전자 주식회사(서울특별시 영등포구...),2003.06.05,원결정유지(심사전치)
화이버 결합형 발광 다이오드 광원 및 그를 이용한프로젝션 디스플레이 시스템(Fiber coupling type LED light source and projectiondisplay system using the same),엘지전자 주식회사(서울특별시 영등포구...),2003.02.07,등록결정(일반)
엘이디 형합 구조(LED coupling structure),엘지전자 주식회사(서울특별시 영등포구...),2002.08.21,취하(심사미청구)
표면 방출형 발광 다이오드의 제조방법(FABRICATION METHOD FOR LED OF LIMIT EXTERIOR),엘지전자 주식회사(서울특별시 영등포구...),2002.08.09,거절결정(일반)
표면 방출형 발광 다이오드의 제조방법(FABRICATION METHOD FOR LED OF LIMIT EXTERIOR),엘지전자 주식회사(서울특별시 영등포구...),2002.08.09,거절결정(일반)
다중 LED를 통한 클럭 상태 표시 장치 및 방법(Apparatus for indicating clock state using multi LEDand method thereof),엘지전자 주식회사(서울특별시 영등포구...),2001.12.28,취하(심사미청구)
휴대폰의 백라이트 엘이디 배치방법(BACK LIGHT LED ALLOCATE METHOD OF PORTABLE PHONE),엘지전자 주식회사(서울특별시 영등포구...),2001.11.23,취하(심사미청구)
디먹스를 이용한 다중 포트 엘이디 제어 장치(Multi Port LED Controller Using DEMUX),엘지전자 주식회사(서울특별시 영등포구...),2001.10.23,취하(심사미청구)
에어컨의 표시부 밝기 제어 방법(led light control method of air conditioner),주식회사 엘지이아이(서울특별시 영등포구...),2001.10.18,등록결정(일반)
분리형 에어컨의 표시부 밝기 제어 방법(led light control method of air conditioner),주식회사 엘지이아이(서울특별시 영등포구...),2001.07.07,거절결정(일반)
이동통신 단말기의 로직 장치 및 발광다이오드 처리 방법(logic apparatus and LED treatment method in mobilecommunication terminal),주식회사 엘지유플러스(서울특별시 용산구...),2001.05.25,거절결정(일반)
에지 발광형 LED를 이용한 면광원 및 그 제조방법(edge-emitting type light emitting diode using facelight source and fabrication method for the same),엘지전자 주식회사(서울특별시 영등포구...),2001.04.19,등록결정(일반)
프로젝터용 엘이디 광원 제조방법(MANUFACTURING METHOD FOR LED LIGHT SOURCE OF PROJECTOR),엘지전자 주식회사(서울특별시 영등포구...),2001.03.31,등록결정(일반)
냉장고의 온도표시 램프장치(Apparatus for LED Display),주식회사 엘지이아이(서울특별시 영등포구...),2000.12.30,등록결정(일반)
그래픽 발광다이오드의 백라이팅장치(Back Lighting device for Graphic LED),주식회사 엘지이아이(서울특별시 영등포구...),2000.09.22,등록결정(일반)
엘이디를 이용한 상태표시 장치 및 방법(A DEVICE AND A METHOD OF STATUS DISPLAY BY USING LED),엘지전자 주식회사(서울특별시 영등포구...),2000.09.27,취하(심사미청구)
휴대단말기의 엘이디를 이용한 호출자 표시장치(A DEVICE OF CALLER DISPLAY BY USING LED FOR PCP),엘지전자 주식회사(서울특별시 영등포구...),2000.08.19,취하(심사미청구)
LED표시장치용버튼장치(),주식회사 엘지이아이(서울특별시 영등포구...),1987.06.27,등록결정(일반)
LED고정홀더(),주식회사 엘지이아이(서울특별시 영등포구...),1986.12.22,등록결정(일반)
LED홀더(),주식회사 엘지이아이(서울특별시 영등포구...),1986.10.27,등록결정(일반)
"발광 다이오드 구동 장치(APPARATUS FOR DRIVING LED(LIGHT EMITTING DIODE), ESPECIALLYF CAPABLE OF RECOGNIZING AN OPERATION STATE OF THE LED FOR IMPROVING ECONOMY)",엘지정보통신주식회사(서울특별시 강남구...),1997.12.31,취하(심사미청구)
세그먼트 엘이디 디스플레이 제어 장치(SEGMENT LED DISPLAY CONTROL APPARATUS WHICH EASILY CONTROLS NUMBER OR CHARACTER SEGMENT LED DISPLAY OPERATION THROUGH SIMPLIFIED COMBINATION CIRCUIT),엘지정보통신주식회사(서울특별시 강남구...),1997.12.30,취하(심사미청구)
LED홀더(),주식회사 엘지이아이(서울특별시 영등포구...),1986.05.30,등록결정(일반)
무연솔더(LEADFREESOLDER)조성물(Lead Free Solder),주식회사 엘지이아이(서울특별시 영등포구...),1996.09.25,등록결정(일반)
디스플레이 엘이디 동작상태 검사장치(TESTING DEVCIE OF OPERATING STATUS OF DISPLAY LED),주식회사 엘지이아이(서울특별시 영등포구...),1996.08.27,등록결정(일반)
발광다이오드 제어회로(LED CONTROL CIRCUIT),주식회사 엘지이아이(서울특별시 영등포구...),1996.08.19,등록결정(일반)
초격자형엘이디소자(SUPER LATTICE TYPE LED DEVICE),주식회사 엘지이아이(서울특별시 영등포구...),1993.10.30,등록결정(일반)
발광표시소자모듈구동회로(LED MODULE DRIVING CIRCUIT),엘지정보통신주식회사(서울특별시 강남구...),1992.12.17,등록결정(일반)
표면방출형발광다이오드(SURFACE EMITTING LED),주식회사 엘지이아이(서울특별시 영등포구...),1991.07.16,등록결정(일반)
디지트론제어신호를이용한LED매트릭스구동방법및그의장치(),주식회사 엘지이아이(서울특별시 영등포구...),1990.12.31,취하(심사미청구)
반도체의고휘도적색LED전극및그제조방법(),주식회사 엘지이아이(서울특별시 영등포구...),1990.05.29,거절결정(일반)
마이크로 엘이디 표시 장치 및 이의 제조방법(MICRO LED DISPLAY DEVICE AND MANUFACTURING METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.19,
LED의접속고정장치(),주식회사 엘지이아이(서울특별시 영등포구...),1991.12.30,취하(심사미청구)
엘이디를 이용한 화력 표시장치(Device for display to fire of gas oven using LED),엘지전자 주식회사(서울특별시 영등포구...),2003.02.07,거절결정(일반)
광학 렌즈 및 이를 포함하는 카메라 모듈(LED Light source module),엘지이노텍 주식회사(서울특별시 강서구...),2020.04.29,
세탁기의 엘이디 서포터 방수 구조(Led supportor water-proof structrue of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2005.12.22,취하(심사미청구)
세탁기의 엘이디 윈도우 공용 구조(LED window sturcture of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2005.12.22,취하(심사미청구)
버튼 홀더 겸용 엘이디 서포터를 갖는 세탁기(Washing machine having LED supportor with botton holder),엘지전자 주식회사(서울특별시 영등포구...),2005.12.22,취하(심사미청구)
세탁기의 도어 락 엘이디를 이용한 일시정지 표시방법(One time ceasing display method using door lock LED ofwasher),엘지전자 주식회사(서울특별시 영등포구...),2002.01.31,거절결정(일반)
"무기발광입자, 무기발광입자필름, 이를 포함하는 엘이디 패키지 및 표시장치(Inorganic emitting particle, Inorganic emitting particle film, and LED package and Display device including the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.09.19,
"양자점 필름, 엘이디 패키지, 발광다이오드 및 표시장치(Quantum dot film, LED package, Light Emitting diode and Display device)",엘지디스플레이 주식회사(서울특별시 영등포구...),2018.10.30,
광소자 조명장치(LED lighting fixtures with reflecting plate),엘지이노텍 주식회사(서울특별시 강서구...),2004.10.28,거절결정(일반)
"발광 다이오드 광원과 그의 제조 방법, 및 이를 이용한 백 라이트 유닛 및 액정 표시장치(LED LIGHT SOURCE AND METHOD FOR MANUFACTURING THEREOF, BACK LIGHT UNIT AND LIQUID CRYSTAL DISPLAY DEVICE USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.01,취하(심사미청구)
키폰전화기의발광다이오드구동회로(LED DRIVING CIRUCIT IN A KEYPHONE),주식회사 엘지이아이(서울특별시 영등포구...),1992.12.30,등록결정(일반)
LED를이용한칼라비디오프린터의노광장치(),주식회사 엘지이아이(서울특별시 영등포구...),1992.10.30,거절결정(일반)
LED의간섭불빛차단구조(),주식회사 엘지이아이(서울특별시 영등포구...),1992.07.28,취하(심사미청구)
LED고정장치(),주식회사 엘지이아이(서울특별시 영등포구...),1992.04.06,취하(심사미청구)
LED의자동휘도조절장치(),주식회사 엘지이아이(서울특별시 영등포구...),1991.12.30,취하(심사미청구)
전자악기의LED제어회로(),주식회사 엘지이아이(서울특별시 영등포구...),1991.11.29,취하(심사미청구)
발광다이오드의밝기조절회로(LIGHT CONTROL CIRCUIT OF LED),주식회사 엘지이아이(서울특별시 영등포구...),1991.11.08,등록결정(일반)
LED구동메트릭스회로(),주식회사 엘지이아이(서울특별시 영등포구...),1991.09.16,취하(심사미청구)
LED떨림방지장치(),주식회사 엘지이아이(서울특별시 영등포구...),1990.12.31,취하(심사미청구)
음성다중TV의음성자동선택및LED구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1989.08.29,취하(심사미청구)
가전기기용LED고정장치(),주식회사 엘지이아이(서울특별시 영등포구...),1988.09.30,취하(심사미청구)
저전압다단계LED레벨메타드라이브회로(),주식회사 엘지이아이(서울특별시 영등포구...),1988.07.15,취하(심사미청구)
공기 조화기의 작동 상태 표시 색상 변환 방법(METHOD FOR CHANGING LED COLOR OF AIRCONDITIONER),주식회사 엘지이아이(서울특별시 영등포구...),2000.05.17,취하(심사미청구)
발광다이오우드드라이브회로(DRIVE CIRCUIT IN LED),주식회사 엘지이아이(서울특별시 영등포구...),1988.01.30,등록결정(일반)
배터리교환시기를알리는LED표시회로(),주식회사 엘지이아이(서울특별시 영등포구...),1987.12.30,취하(심사미청구)
튜닝LED동작시노이즈방지회로(),주식회사 엘지이아이(서울특별시 영등포구...),1987.09.30,취하(심사미청구)
스테레오및모노겸용발광다이오드구동회로(STEREO AND MONO LED DRIVE CIRCUIT),주식회사 엘지이아이(서울특별시 영등포구...),1987.08.31,등록결정(일반)
LED디스플레이구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1987.04.01,취하(심사미청구)
청색 유기전계발광소자용 화합물 및 이를 이용한 유기전계발광소자(BLUE ORGANIC ELECTRO LIGHT EMITTING DISPLAY(LED) COMPOUND AND LIGHT EMITTING DISPLAY USING THE SAME),주식회사 엘지이아이(서울특별시 영등포구...),1998.12.05,거절결정(일반)
LED점등회로(),주식회사 엘지이아이(서울특별시 영등포구...),1986.12.31,취하(심사미청구)
LED자동조절장치(),주식회사 엘지이아이(서울특별시 영등포구...),1986.12.31,취하(심사미청구)
음성다중판별LED구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1986.07.28,취하(심사미청구)
전자기기의LED표시장치(),주식회사 엘지이아이(서울특별시 영등포구...),1986.07.22,취하(심사미청구)
T.V용광송출LED고정장치(),주식회사 엘지이아이(서울특별시 영등포구...),1986.04.29,취하(심사미청구)
VTR키보드의LED구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1986.04.28,취하(심사미청구)
LED드라이브회로(),주식회사 엘지이아이(서울특별시 영등포구...),1986.04.24,취하(심사미청구)
발광 다이오드 제조방법(METHOD FOR MANUFACTURING LED),주식회사 엘지이아이(서울특별시 영등포구...),1997.07.08,등록결정(일반)
3상태표시LED구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1985.12.31,취하(심사미청구)
고출력LED센서구동회로(),주식회사 엘지이아이(서울특별시 영등포구...),1985.08.09,취하(심사미청구)
발광소자를이용한영상표시장치(IMAGE DISPLAY APPARATUS BY USING LED),주식회사 엘지이아이(서울특별시 영등포구...),1995.10.18,등록결정(일반)
발광다이오드및그제조방법(LED AND MANUFACTURING METHOD THEREOF),주식회사 엘지이아이(서울특별시 영등포구...),1988.03.21,등록결정(일반)
보호소자를 내장한 전극 리드를 구비한 전기화학소자(ELECTROCHEMICAL CELL COMPRISING ELECTRODE LEAD WITHPROTECTOR ELEMENT),주식회사 엘지화학(서울특별시 영등포구...)|주식회사 엘에스(서울특별시 용산구...),2005.04.12,등록결정(일반)
플렉서블 OLED 디스플레이 디바이스(FLEXIBLE ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.28,
유무선 통합 조광 회로를 이용하는 조명 제어 장치(Apparatus for controlling LEDs using integrated cable and radio dimming circuit),엘지이노텍 주식회사(서울특별시 강서구...),2015.12.24,
표시패널과 이를 이용한 OLED 표시 장치(Display panel and Organic Light Emitting Diode display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.05.28,등록결정(일반)
OLED 표시 장치의 구동 방법(Method for driving Organic light emitting diode display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.18,등록결정(일반)
OLED 화소 증착을 위한 금속 재질의 증착용 마스크 및 OLED 패널 제조 방법(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION AND OLED DISPLAY PANEL FABRICATION METHOD),엘지이노텍 주식회사(서울특별시 강서구...),2017.11.23,
박판을 이용한 리드 단선을 개선하는 파우치형 이차전지 및 그 제조방법(Pouch Type Secondary Battery for Preventing Disconnection Between Foil and Lead by sheet and Method thereof),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.03.03,등록결정(재심사후)
전도성 폴리머를 이용한 전극리드를 포함하는 파우치형 이차전지(Pouch Type Lithium Secondary Battery comprising Electrode Lead using Electric-Conductive Polymer),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.04.04,등록결정(일반)
OLED 표시 장치(Organic Light Emitting Diode display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.08.23,등록결정(일반)
전극 리드를 포함하는 이차전지 및 그러한 이차전지의 제조 방법(Secondary battery including electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2016.10.14,등록결정(일반)
"리드 용접 장치, 이러한 리드 용접 장치를 통해 제조되는 배터리 모듈 및 이러한 배터리 모듈을 포함하는 배터리 팩(LEAD WELDING APPARATUS, BATTERY MODULE MANUFACTURED BY THE LEAD WELDING APPARATUS AND BATTERY PACK COMPRISING THE BATTERY MODULE)",주식회사 엘지화학(서울특별시 영등포구...),2016.05.18,등록결정(재심사후)
OLED 화소 증착을 위한 금속 재질의 증착용 마스크 및 OLED 패널 제조 방법(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION AND OLED DISPLAY PANEL FABRICATION METHOD),엘지이노텍 주식회사(서울특별시 강서구...),2022.01.28,
레이저 용접된 전극 탭과 전극리드를 구비한 전지셀(Battery Cell Having Electrode Tabs and Electrode Lead Laser-welded to Each Other),주식회사 엘지화학(서울특별시 영등포구...),2016.02.12,등록결정(일반)
전기화학소자용 분리막 및 상기 분리막을 포함하는 전기화학소자(An electrode lead member for an electrochemical device),주식회사 엘지화학(서울특별시 영등포구...),2017.08.28,등록결정(일반)
비대칭 노치가 형성된 전극리드를 포함하는 파우치형 이차전지(Pouch-Type Secondary Battery Having Electrode Lead with Asymmetric Notch),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.07.06,등록결정(재심사후)
가스 흡착제가 포함되어 있는 전극 리드를 구비한 전지셀(Battery Cell Comprising Electrode Lead Having Gas Adsorbent),주식회사 엘지화학(서울특별시 영등포구...),2015.12.10,등록결정(재심사후)
실링용 박막층이 코팅된 전극 리드를 포함하고 있는 전지셀(Battery Cell Comprising Electrode Lead Coated with Thin Film Layer for Sealing),주식회사 엘지화학(서울특별시 영등포구...),2016.04.14,거절결정(일반)
OLED 구동전류 보상회로 및 그를 포함하는 유기발광표시장치(OLED driving current compensation circuit and Organic Light Emitting Display device comprising the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.08,등록결정(일반)
수납부 및 전극 리드용 그루브를 포함하는 전지케이스를 구비한 전지셀(Battery Cell Comprising Battery Case Having Receiving Part and Groove for Electrode Lead),주식회사 엘지화학(서울특별시 영등포구...),2016.09.28,거절결정(재심사)
PCB 리드 접합방법(PCB LEAD WELDING METHOD),주식회사 엘지화학(서울특별시 영등포구...),2016.11.11,등록결정(일반)
전류 차단 기능의 전극 탭 및 리드를 포함하는 파우치형 전지셀(Pouch-typed Battery Cell Comprising Electrode Tab and Lead Having Current Breaking Function),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2016.11.07,등록결정(재심사후)
규격화된 구조에 기반하여 제조 공정성이 우수하면서도 전극리드의 절연 성능이 향상된 전지셀 및 이를 포함하는 전지팩(Battery Cell with Improved Insulative Performance of Electrode Lead and Excellent Productivity on Standardized Structure and Battery Pack Comprising the Same),주식회사 엘지화학(서울특별시 영등포구...),2016.04.25,등록결정(재심사후)
OLED 화소 증착을 위한 금속재의 증착용 마스크(A DEPOSITION MASK OF METAL PLATE MATERIAL FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2017.09.07,등록결정(일반)
전극리드 제조방법 및 제조장치(Method and apparatus for manufacturing electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2015.05.26,등록결정(재심사후)
게이트 구동부 및 이를 구비한 OLED 표시 장치(Gate driver and Organic Light Emitting Diode Display Device including the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.08.04,등록결정(일반)
"전극 리드 연결 구조물, 전극 리드 연결 구조물을 포함하는 전지 모듈과 이를 포함하는 전지 팩(Electrode-Lead Connecting Structure, Battery Module Comprising The Electrode-Lead Connecting Structure, And Battery Pack Comprising The Battery Module)",주식회사 엘지화학(서울특별시 영등포구...),2015.07.20,등록결정(재심사후)
전류 제한 기능의 전극리드를 포함하는 파우치형 이차전지(Pouch type secondary battery comprising a current interrupt electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2015.05.07,등록결정(일반)
전극 리드와 버스바 사이의 결합력 및 공정성이 향상된 배터리 모듈 및 이를 포함하는 배터리 팩(Battery module having improved coupling force and processibility between electrode lead and bus bar and battery pack including the same),주식회사 엘지화학(서울특별시 영등포구...),2015.03.06,등록결정(재심사후)
전극 탭-리드 결합부에 적용된 플라스틱 부재를 포함하는 전극조립체 및 이를 포함하는 이차전지(Electrode Assembly Comprising Plastic Member Applied on Electrode Tab-lead Coupling Portion and Secondary Battery Comprising the Same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.01.09,거절결정(재심사)
전극단자에 대해 향상된 설계 자유도를 가지는 전지셀(Battery Cell Having Improved Design Freedom in Positioning of Electrode Lead),주식회사 엘지화학(서울특별시 영등포구...),2015.07.27,등록결정(재심사후)
이차 전지용 리드 부재 및 이를 포함하는 파우치형 이차 전지(A lead member for a secondary battery and a pouch type secondary battery comprising the same),주식회사 엘지화학(서울특별시 영등포구...),2015.04.07,거절결정(일반)
플렉서블 OLED 디스플레이 디바이스(FLEXIBLE ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.28,등록결정(일반)
반도체 패키지용 다열형 리드프레임 및 그 제조방법(Structure and manufacture method for multi-row lead frame of semiconductor package),엘지이노텍 주식회사(서울특별시 강서구...),2008.05.28,거절결정(일반)
전류 제한 기능의 전극리드를 포함하는 파우치형 이차전지(Pouch type secondary battery comprising a current interrupt electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2015.05.07,등록결정(일반)
OLED 표시패널과 이를 이용한 OLED 표시 장치(Organic Light Emitting Diode display panel and Organic Light Emitting Diode display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.08.17,등록결정(일반)
이차전지의 셀 리드와 버스바를 연결하는 초음파 용접장치(ULTRASONICS WAVE WELDING DEVICE FOR CONNECTING CELL LEAD AND BUSBAR OF SECONDARY BATTERY),주식회사 엘지화학(서울특별시 영등포구...),2013.10.31,등록결정(일반)
이차전지 및 이에 적용되는 전극 리드 조립체(Secondary battery and Electrode lead assembly applied for the same),주식회사 엘지화학(서울특별시 영등포구...),2014.09.23,등록결정(재심사후)
OLED 표시패널 및 OLED 표시장치(OLED display Panel and OLED display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.10.26,등록결정(일반)
OLED 표시 장치(Organic Light Emitting Diode Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.08.30,등록결정(일반)
전류 차단 기능의 리드를 포함하는 파우치형 전지셀(Pouch-typed Battery Cell Comprising Electrode Lead Having Current Breaking Function),주식회사 엘지화학(서울특별시 영등포구...),2017.01.06,등록결정(재심사후)
OLED 조명 장치(LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.29,등록결정(재심사후)
유무선 통합 조광 회로를 이용하는 조명 제어 장치(Apparatus for controlling LEDs using integrated cable and radio dimming circuit),엘지이노텍 주식회사(서울특별시 강서구...),2015.12.24,
리드 탭 및 이를 구비하는 파우치형 배터리(Lead tab and pouch type battery including the same),주식회사 엘지화학(서울특별시 영등포구...),2017.10.26,
"증착용마스크 및 이를 이용한 OLED 패널(METAL MASK FOR DEPOSITION, AND OLED PANNEL USING THE SAME)",엘지이노텍 주식회사(서울특별시 강서구...),2016.04.01,등록결정(일반)
투명 OLED 표시 장치 및 그의 구동 방법(TRANSPARENT ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.07.31,등록결정(일반)
플렉서블 OLED 디스플레이 디바이스(FLEXIBLE ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.28,등록결정(일반)
"전극 리드, 그의 제조 방법 및 파우치 형 이차 전지(The Electrode Lead, The Method For Manufacturing Thereof And The Pouch Type Secondary Battery)",주식회사 엘지에너지솔루션(서울특별시 영등포구...)|주식회사 네패스야하드(충청북도 청원군...),2020.03.26,
"전극 리드, 그의 제조 방법 및 파우치 형 이차 전지(The Electrode Lead, The Method For Manufacturing Thereof And The Pouch Type Secondary Battery)",주식회사 엘지에너지솔루션(서울특별시 영등포구...)|주식회사 네패스야하드(충청북도 청원군...),2020.03.05,
적층 OLED 구조(Stacked OLED structure),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.05.19,등록결정(일반)
OLED 표시 장치 및 그의 제조 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.27,등록결정(재심사후)
과충전시 안전성 확보를 위한 리드 및 이를 포함하는 파우치형 이차전지(Lead for Lithium Secondary Battery Having Excellent Stability against Overcharge and Pouch Type Lithium Secondary Battery Comprising the Same),주식회사 엘지화학(서울특별시 영등포구...),2017.02.02,등록결정(일반)
전극 리드와 버스바 사이의 용접 불량을 보완하는 수단을 포함하는 셀 모듈 어셈블리(Cell module assembly including means to supplement for welding defects between electrode leads and busbars),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.15,
조명 장치용 플렉서블 OLED 패널 및 그 제조 방법(FLEXIBLE OLED PANEL FOR LIGHTING DEVICE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.05,등록결정(일반)
조명 장치용 OLED 패널(OLED PANEL FOR LIGHTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.15,등록결정(일반)
전극탭과 전극리드의 접합부에 형성된 다공성 보호재를 포함하는 전기화학소자(Electrochemical device including a porous protective material formed junction part between a electrode tap and a electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2013.10.25,등록결정(일반)
이차전지용 전극 리드 및 이를 포함하는 이차전지(ELECTRODE LEAD FOR SECONDARY BATTERY AND SECONDARY BATTERY COMPRISING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2015.01.02,등록결정(일반)
배터리 셀의 전극리드 절단장치(ELECTRODE LEAD CUTTING APPARATUS OF BATTERY CELL),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.11.23,
이차전지용 전극리드의 불량검사장치(DEFECT INSPECTION DEVICE OF ELECTRODE LEAD FOR SECONDARY BATTERY),주식회사 엘지화학(서울특별시 영등포구...),2017.01.20,등록결정(일반)
전극리드 간 단락을 방지할 수 있는 파우치형 이차전지(Pouch type secondary battery capable of preventing short between electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2011.07.08,등록결정(일반)
발광물질을 포함하는 리드필름을 구비한 이차전지 및 이차전지의 불량 검사 방법(Secondary battery comprising lead film having light emitting material and method for detecting fault of secondary cell),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.08.08,
PTC 소자의 전극리드를 포함하고 있는 이차전지(Secondary Battery Employed with Electrode Lead of PTC),주식회사 엘지화학(서울특별시 영등포구...),2006.11.27,등록결정(심사전치후)
자동 절단부의 양극 리드를 포함하고 있는 이차전지(Secondary Battery Having Cathode Lead with SelfCutting Part),주식회사 엘지화학(서울특별시 영등포구...),2004.12.10,등록결정(일반)
전극 리드가 비대칭 구조로 형성된 전지 셀 및 이를 포함하는 기계적 강도가 보강된 전지 모듈(BATTERY CELL INCLUDING ELECTRODE LEADS OF ASYMMETRIC STRUCTURE AND BATTERY MODULE WITH REINFORCED MECHANICAL STRENGTH COMPRISING THE SAME),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.09.08,
퓨즈 일체형 전극 리드를 구비하는 이차 전지(Secondary battery including fuse-inserted electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2013.05.23,등록결정(일반)
전극리드에 안전부재가 위치한 구조의 캡 어셈블리 및 이를 포함하고 있는 원통형 전지(Cap Assembly of Structure Having Safety Element on Electrode Lead and Cylindrical Battery Employed with the Same),주식회사 엘지화학(서울특별시 영등포구...),2010.10.15,등록결정(일반)
내열성이 향상된 이차전지용 전극리드 또는 알루미늄 파우치 및 이를 포함하는 이차전지(ELECTRODE LEAD OR ALUMINUM POUCH FOR SECONDARY BATTERY WITH IMPROVED THERMAL RESISTANCE AND SECONDARY BATTERY COMPRISING SAME),주식회사 엘지화학(서울특별시 영등포구...),2018.04.19,등록결정(일반)
